67 24 19 20 26 27
68 25 19 20 26 33
69 24 21 20 26 27
70 25 21 20 26 33
71 8 20 21 22 17
72 5 20 21 22 30
73 9 25 21 22 17
74 6 25 21 22 30
75 24 17 22 30 31
76 25 17 22 30 32
77 24 21 22 30 31
78 25 21 22 30 32

Impropers

1 1 26 20 27 33
2 1 28 18 29 34
3 1 30 22 31 32
